w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_top_right_T
32.0,10.6,8.2,15.2,16.4,40.0,0.0,0.5,14.0,28.0,0.105,0.04,2.0,25.0,0.105,0.1,0.1,0.34,0.9,3.4,3.7,3.5,5.0,17.0,3.8,2.5,4.0,4.9,0.24,1.9,0.0396354976967909
9.2,3.4,7.0,6.8,22.4,42.4,0.0,0.51,14.0,35.0,0.105,0.06,2.0,18.0,0.175,0.07,0.1,0.37,1.5,4.2,4.7,4.6,7.0,4.0,3.8,1.3,0.9,4.5,0.49,2.2,0.154266647015279
40.4,8.2,11.8,5.6,11.6,17.2,0.0,0.5,14.0,30.0,0.105,0.05,2.0,34.0,0.175,0.07,0.1,0.41,1.0,1.4,3.0,1.8,3.0,29.0,3.5,0.2,2.0,3.5,0.86,1.6,0.0225038221146968
10.4,1.0,11.8,20.0,11.6,44.8,0.0,0.5,14.0,25.0,0.175,0.08,2.0,10.0,0.175,0.02,0.1,0.35,1.4,2.2,3.5,3.7,16.0,28.0,4.7,0.6,4.6,3.9,0.44,3.0,0.0765952694734727
40.4,3.4,4.6,18.8,14.0,22.0,0.0,0.51,14.0,25.0,0.035,0.03,2.0,20.0,0.105,0.04,0.1,0.18,1.0,1.1,4.0,2.6,26.0,25.0,4.6,4.3,2.9,1.5,0.91,1.4,0.0578292145834921
41.6,13.0,10.6,14.0,12.8,35.2,0.0,0.5,14.0,16.0,0.105,0.1,2.0,31.0,0.07,0.05,0.1,0.16,1.5,0.5,3.6,2.6,28.0,9.0,4.9,0.9,3.1,2.9,0.11,2.3,0.024379525885655
50.0,9.4,4.6,17.6,16.4,5.2,0.0,0.51,14.0,25.0,0.07,0.04,2.0,31.0,0.105,0.06,0.1,0.08,1.7,3.2,3.4,3.5,19.0,27.0,2.6,1.1,2.1,4.6,0.6,2.4,0.0490707680388619
23.6,4.6,13.0,11.6,24.8,29.2,0.0,0.5,14.0,35.0,0.14,0.03,2.0,17.0,0.175,0.06,0.1,0.26,1.0,2.6,5.0,4.9,28.0,30.0,2.9,2.6,1.7,3.4,0.46,3.2,0.0334552215297042
14.0,11.8,9.4,17.6,23.6,35.2,0.0,0.5,14.0,33.0,0.175,0.04,2.0,24.0,0.105,0.06,0.1,0.06,2.8,3.8,4.7,2.5,19.0,30.0,3.9,0.5,4.0,1.3,2.41,2.4,0.0823993352230829
28.4,8.2,5.8,4.4,17.6,5.2,0.0,0.5,14.0,32.0,0.14,0.03,2.0,34.0,0.175,0.06,0.1,0.11,1.6,2.6,4.5,3.3,27.0,16.0,3.8,3.4,1.4,0.9,1.41,2.7,0.0664880739031679
32.0,4.6,7.0,6.8,17.6,30.4,0.0,0.5,14.0,34.0,0.175,0.03,2.0,16.0,0.105,0.07,0.1,0.28,2.2,3.7,3.9,4.8,15.0,16.0,1.6,2.9,2.8,3.5,0.8,2.4,0.0477436922016571
17.6,7.0,10.6,9.2,9.2,18.4,0.0,0.5,14.0,32.0,0.14,0.01,2.0,18.0,0.175,0.09,0.1,0.43,0.4,1.3,2.7,2.9,29.0,5.0,3.0,1.3,2.5,4.8,0.11,1.1,0.0625078827832713
34.4,9.4,9.4,16.4,17.6,46.0,0.0,0.5,14.0,35.0,0.035,0.03,2.0,33.0,0.14,0.08,0.1,0.5,2.2,3.2,4.2,1.5,17.0,20.0,2.7,4.3,4.5,4.8,1.59,1.2,0.0329610983232375
40.4,13.0,8.2,8.0,9.2,5.2,0.0,0.5,14.0,28.0,0.07,0.01,2.0,23.0,0.14,0.09,0.1,0.41,0.7,1.7,4.8,1.5,27.0,2.0,1.4,0.3,3.6,1.7,0.27,1.2,0.032297842356457
18.8,9.4,13.0,23.6,23.6,30.4,0.0,0.51,14.0,33.0,0.105,0.03,2.0,24.0,0.175,0.05,0.1,0.02,2.7,1.7,4.3,3.3,23.0,13.0,0.1,2.7,0.7,3.0,1.3,2.8,0.044638946078147
33.2,11.8,8.2,23.6,14.0,36.4,0.0,0.5,14.0,8.0,0.14,0.01,2.0,8.0,0.07,0.01,0.1,0.29,0.9,0.8,3.4,4.7,0.0,22.0,0.3,4.4,0.2,1.7,0.46,2.4,0.0382124910750107
41.6,7.0,7.0,14.0,9.2,17.2,0.0,0.5,14.0,28.0,0.035,0.01,2.0,30.0,0.175,0.07,0.1,0.19,1.1,1.3,3.2,1.8,25.0,2.0,4.1,3.3,2.4,3.4,0.59,1.5,0.0359663099499922
32.0,11.8,11.8,18.8,12.8,32.8,0.0,0.5,14.0,35.0,0.175,0.04,2.0,23.0,0.175,0.04,0.1,0.02,1.4,3.0,2.7,3.9,11.0,0.0,0.7,3.2,3.3,3.9,0.81,2.2,0.027914165165539
11.6,2.2,5.8,11.6,22.4,25.6,0.0,0.5,14.0,15.0,0.105,0.09,2.0,31.0,0.105,0.04,0.1,0.17,1.4,1.1,4.2,3.9,1.0,25.0,0.6,4.7,4.8,3.1,0.37,2.7,0.145917788223762
27.2,5.8,13.0,18.8,12.8,41.2,0.0,0.51,14.0,19.0,0.105,0.1,2.0,25.0,0.175,0.07,0.1,0.28,1.2,0.9,3.5,4.3,19.0,9.0,2.8,1.3,5.0,0.5,0.67,1.8,0.0283201204194493
27.2,3.4,4.6,22.4,4.4,43.6,0.0,0.5,14.0,17.0,0.14,0.1,2.0,25.0,0.175,0.06,0.1,0.25,0.5,1.0,2.4,4.9,17.0,5.0,5.0,2.8,3.3,5.0,0.1,1.4,0.0849931594983063
11.6,11.8,4.6,17.6,14.0,22.0,0.0,0.5,14.0,33.0,0.105,0.1,2.0,18.0,0.105,0.1,0.1,0.01,1.9,2.5,4.7,2.5,7.0,28.0,3.1,0.5,2.3,3.2,0.13,2.2,0.20248547319705
26.0,4.6,8.2,12.8,11.6,36.4,0.0,0.51,14.0,7.0,0.105,0.09,2.0,14.0,0.175,0.03,0.1,0.18,1.5,0.8,3.2,3.1,24.0,17.0,1.2,2.8,0.8,4.4,0.4,2.2,0.0479525890289153
41.6,3.4,13.0,23.6,16.4,35.2,0.0,0.5,14.0,23.0,0.105,0.1,2.0,34.0,0.105,0.09,0.1,0.4,1.9,1.7,4.7,4.1,27.0,6.0,0.1,1.2,2.4,0.6,0.46,2.3,0.0197858346039527
44.0,7.0,8.2,20.0,11.6,38.8,0.0,0.51,14.0,27.0,0.14,0.02,2.0,22.0,0.105,0.01,0.1,0.32,0.8,3.4,3.7,3.6,23.0,6.0,0.4,4.5,2.8,1.2,0.11,3.1,0.031243835685157
30.8,9.4,7.0,23.6,10.4,6.4,0.0,0.51,14.0,19.0,0.14,0.07,2.0,23.0,0.14,0.03,0.1,0.32,0.9,1.9,2.8,3.7,2.0,27.0,2.9,0.2,1.6,1.4,0.23,1.7,0.0487081109273823
39.2,8.2,7.0,4.4,20.0,6.4,0.0,0.5,14.0,33.0,0.14,0.03,2.0,29.0,0.07,0.03,0.1,0.45,2.5,4.4,4.2,3.0,2.0,29.0,0.8,4.5,3.0,1.7,0.37,2.3,0.0401953451134936
35.6,11.8,8.2,9.2,11.6,24.4,0.0,0.5,14.0,14.0,0.105,0.05,2.0,13.0,0.105,0.04,0.1,0.45,0.8,0.7,3.4,3.2,25.0,13.0,3.3,4.9,3.8,0.2,0.65,2.2,0.0355994073157394
18.8,11.8,13.0,15.2,24.8,4.0,0.0,0.5,14.0,15.0,0.07,0.07,2.0,12.0,0.07,0.06,0.1,0.19,1.3,0.7,4.9,4.9,24.0,11.0,0.2,4.2,1.6,1.4,0.11,3.2,0.0424759746825073
23.6,10.6,2.2,18.8,5.6,34.0,0.0,0.51,14.0,32.0,0.105,0.02,2.0,8.0,0.035,0.01,0.1,0.29,0.4,1.6,2.2,4.3,17.0,9.0,1.3,0.9,2.2,0.8,0.19,1.2,0.210686187365685
52.4,5.8,11.8,8.0,6.8,31.6,0.0,0.51,14.0,23.0,0.105,0.07,2.0,29.0,0.105,0.1,0.1,0.38,0.4,2.3,2.4,1.7,17.0,12.0,1.7,2.6,3.7,4.4,0.27,1.6,0.0175593536930263
6.8,9.4,13.0,17.6,12.8,35.2,0.0,0.5,14.0,22.0,0.14,0.03,2.0,21.0,0.14,0.09,0.1,0.01,0.8,2.7,4.3,4.2,27.0,14.0,1.1,2.4,1.0,4.6,0.46,2.7,0.119914700231651
48.8,13.0,3.4,9.2,6.8,38.8,0.0,0.51,14.0,35.0,0.105,0.01,2.0,32.0,0.035,0.03,0.1,0.32,0.8,3.4,4.4,2.5,8.0,18.0,4.6,3.3,2.0,4.2,0.2,2.1,0.0625241684640022
8.0,11.8,8.2,18.8,8.0,43.6,0.0,0.5,14.0,15.0,0.14,0.03,2.0,24.0,0.175,0.02,0.1,0.26,0.7,0.4,4.0,2.3,16.0,26.0,1.1,3.2,3.0,4.7,0.32,1.9,0.154871884370796
17.6,3.4,3.4,17.6,14.0,37.6,0.0,0.5,14.0,22.0,0.035,0.01,2.0,15.0,0.14,0.09,0.1,0.21,0.9,1.0,5.0,2.5,21.0,28.0,5.0,1.1,4.7,0.5,0.6,1.9,0.175056479701531
44.0,2.2,4.6,4.4,15.2,6.4,0.0,0.51,14.0,34.0,0.175,0.03,2.0,18.0,0.175,0.09,0.1,0.22,1.0,3.8,4.0,3.4,10.0,13.0,4.4,1.1,0.3,1.6,0.24,1.6,0.0518252428032722
14.0,2.2,7.0,6.8,6.8,48.4,0.0,0.51,14.0,26.0,0.175,0.02,2.0,25.0,0.14,0.1,0.1,0.13,0.9,1.5,1.4,3.3,28.0,29.0,4.1,2.8,1.9,2.3,0.15,1.2,0.11570754807146
33.2,10.6,2.2,10.4,20.0,37.6,0.0,0.51,14.0,26.0,0.175,0.01,2.0,20.0,0.105,0.05,0.1,0.27,2.4,1.6,4.4,3.3,22.0,2.0,0.4,1.7,2.4,3.6,0.52,3.0,0.142476536360754
11.6,7.0,10.6,10.4,4.4,44.8,0.0,0.5,14.0,15.0,0.105,0.1,2.0,18.0,0.105,0.08,0.1,0.24,0.3,0.7,2.9,1.5,3.0,26.0,3.5,1.5,4.6,1.1,0.27,1.1,0.0939954460922618
52.4,5.8,13.0,12.8,10.4,43.6,0.0,0.5,14.0,20.0,0.14,0.09,2.0,10.0,0.14,0.04,0.1,0.13,1.0,1.6,2.1,3.3,21.0,25.0,4.2,1.4,5.0,4.7,0.53,1.5,0.0155560492848962
42.8,3.4,3.4,17.6,16.4,29.2,0.0,0.5,14.0,17.0,0.175,0.03,2.0,20.0,0.105,0.1,0.1,0.48,1.6,1.4,4.7,2.0,7.0,1.0,3.5,0.4,5.0,3.6,0.65,1.0,0.0729016704780629
22.4,7.0,2.2,9.2,5.6,7.6,0.0,0.5,14.0,30.0,0.175,0.01,2.0,27.0,0.14,0.09,0.1,0.3,0.7,1.0,2.5,2.5,14.0,26.0,0.4,0.1,3.3,2.9,0.28,2.1,0.215759544483684
6.8,7.0,13.0,22.4,10.4,41.2,0.0,0.51,14.0,30.0,0.175,0.07,2.0,26.0,0.14,0.09,0.1,0.4,1.2,1.9,3.4,4.6,14.0,25.0,0.3,3.0,1.6,4.2,0.39,2.1,0.114091006712081
9.2,11.8,11.8,15.2,4.4,49.6,0.0,0.51,14.0,25.0,0.105,0.09,2.0,8.0,0.175,0.08,0.1,0.22,0.5,2.4,2.6,2.0,27.0,10.0,1.5,1.3,0.8,3.2,0.25,1.2,0.103417136330662
32.0,3.4,5.8,3.2,15.2,36.4,0.0,0.5,14.0,26.0,0.175,0.05,2.0,18.0,0.07,0.01,0.1,0.47,1.2,3.2,4.4,3.4,9.0,2.0,1.3,4.9,2.0,0.4,1.18,2.9,0.0559117362033833
11.6,9.4,5.8,5.6,18.8,47.2,0.0,0.5,14.0,18.0,0.07,0.04,2.0,27.0,0.14,0.09,0.1,0.13,0.8,2.1,3.4,4.6,29.0,26.0,4.8,0.7,4.5,1.5,0.47,3.2,0.155569527650577
28.4,7.0,5.8,17.6,20.0,31.6,0.0,0.51,14.0,31.0,0.175,0.1,2.0,31.0,0.105,0.04,0.1,0.32,2.5,2.9,3.6,3.6,3.0,16.0,1.4,3.1,4.1,4.5,1.7,2.8,0.0624928890779742
22.4,10.6,3.4,23.6,23.6,49.6,0.0,0.5,14.0,19.0,0.14,0.05,2.0,23.0,0.175,0.05,0.1,0.2,2.9,0.7,4.0,4.8,4.0,6.0,3.2,4.2,5.0,4.1,0.12,3.8,0.145981145578014
17.6,3.4,3.4,11.6,14.0,12.4,0.0,0.51,14.0,23.0,0.105,0.05,2.0,21.0,0.175,0.07,0.1,0.08,1.5,3.0,3.6,4.8,3.0,28.0,2.0,2.9,0.7,2.9,1.11,1.7,0.18131825192941
15.2,10.6,4.6,26.0,18.8,20.8,0.0,0.5,14.0,28.0,0.175,0.05,2.0,14.0,0.14,0.04,0.1,0.06,1.5,0.5,4.2,4.8,14.0,22.0,4.8,4.9,2.8,0.6,0.34,2.7,0.147000792093019
16.4,7.0,10.6,10.4,11.6,20.8,0.0,0.5,14.0,31.0,0.035,0.01,2.0,35.0,0.14,0.08,0.1,0.06,0.8,3.2,4.1,4.3,5.0,19.0,0.4,2.8,0.2,0.3,0.63,3.6,0.0609812117209306
39.2,10.6,8.2,21.2,8.0,11.2,0.0,0.51,14.0,34.0,0.07,0.01,2.0,29.0,0.14,0.04,0.1,0.39,1.0,3.7,2.1,2.3,30.0,18.0,2.0,1.3,2.3,1.3,0.25,1.8,0.0002010270256667
45.2,9.4,13.0,9.2,3.2,14.8,0.0,0.5,14.0,24.0,0.175,0.04,2.0,8.0,0.105,0.03,0.1,0.05,0.2,3.1,1.9,2.0,4.0,20.0,2.6,4.4,5.0,3.3,0.13,1.0,0.0191545355789556
47.6,8.2,10.6,16.4,18.8,47.2,0.0,0.51,14.0,31.0,0.14,0.1,2.0,25.0,0.07,0.01,0.1,0.12,1.0,3.1,4.2,2.4,28.0,0.0,2.1,3.4,0.4,0.7,0.32,1.7,0.0215470395685008
23.6,8.2,7.0,21.2,26.0,18.4,0.0,0.5,14.0,17.0,0.105,0.03,2.0,25.0,0.175,0.07,0.1,0.38,1.5,0.9,4.0,4.0,8.0,16.0,0.2,0.4,0.6,4.1,0.4,3.9,0.0637694944931503
14.0,9.4,3.4,5.6,11.6,20.8,0.0,0.5,14.0,25.0,0.035,0.03,2.0,30.0,0.14,0.03,0.1,0.11,1.4,1.8,3.2,4.9,18.0,15.0,0.5,1.2,3.0,3.5,1.28,2.7,0.224287023421654
40.4,13.0,3.4,26.0,9.2,42.4,0.0,0.5,14.0,24.0,0.14,0.03,2.0,9.0,0.175,0.09,0.1,0.03,0.9,1.9,3.0,2.4,28.0,9.0,3.1,1.4,2.1,0.4,0.58,1.7,0.0779470077464624
14.0,9.4,5.8,5.6,8.0,28.0,0.0,0.51,14.0,26.0,0.07,0.02,2.0,25.0,0.07,0.04,0.1,0.49,0.8,1.3,4.2,4.7,11.0,12.0,0.4,4.5,5.0,4.8,0.31,3.0,0.129520514520613
28.4,9.4,11.8,9.2,8.0,50.8,0.0,0.51,14.0,33.0,0.105,0.09,2.0,28.0,0.14,0.08,0.1,0.1,0.8,3.6,5.0,1.5,28.0,27.0,3.7,4.0,1.7,0.6,0.79,1.2,0.0315552625226648
9.2,4.6,7.0,9.2,4.4,40.0,0.0,0.5,14.0,5.0,0.175,0.06,2.0,31.0,0.07,0.07,0.1,0.04,0.4,0.5,2.0,4.6,21.0,28.0,2.0,3.6,2.5,4.5,0.15,1.6,0.173975596101368
41.6,2.2,4.6,22.4,17.6,28.0,0.0,0.51,14.0,27.0,0.105,0.03,2.0,9.0,0.07,0.07,0.1,0.16,1.8,0.6,4.7,4.2,27.0,8.0,0.8,1.1,3.6,1.6,0.45,1.8,0.0100751857721038
32.0,3.4,2.2,14.0,24.8,48.4,0.0,0.5,14.0,24.0,0.105,0.02,2.0,14.0,0.07,0.02,0.1,0.36,1.4,1.9,4.3,4.6,28.0,7.0,1.6,2.0,0.7,2.7,1.29,3.5,0.151647900179723
17.6,10.6,13.0,16.4,12.8,16.0,0.0,0.5,14.0,11.0,0.175,0.07,2.0,17.0,0.14,0.07,0.1,0.04,0.8,0.9,3.9,4.6,14.0,16.0,3.0,5.0,3.2,2.0,0.26,2.4,0.0457844274948037
42.8,7.0,13.0,17.6,14.0,20.8,0.0,0.5,14.0,30.0,0.175,0.06,2.0,11.0,0.07,0.01,0.1,0.47,0.7,1.0,3.0,4.1,28.0,17.0,1.0,4.3,1.1,2.9,0.12,2.0,0.018936262968598
26.0,9.4,10.6,10.4,22.4,49.6,0.0,0.5,14.0,34.0,0.175,0.01,2.0,20.0,0.14,0.07,0.1,0.24,2.6,1.9,5.0,3.3,18.0,5.0,1.1,4.5,4.7,4.7,1.2,1.9,0.0379284166667002
14.0,8.2,11.8,5.6,20.0,35.2,0.0,0.51,14.0,33.0,0.14,0.04,2.0,23.0,0.105,0.03,0.1,0.14,0.9,2.7,4.6,3.6,16.0,7.0,5.0,2.0,2.5,0.9,0.82,1.6,0.0621176940214535
41.6,5.8,10.6,21.2,26.0,30.4,0.0,0.51,14.0,33.0,0.035,0.02,2.0,20.0,0.14,0.05,0.1,0.12,2.1,3.9,4.9,4.2,8.0,19.0,2.0,4.8,3.1,3.0,0.31,3.8,0.0237435905845918
11.6,3.4,13.0,14.0,3.2,25.6,0.0,0.51,14.0,25.0,0.175,0.03,2.0,10.0,0.14,0.01,0.1,0.21,0.2,3.3,1.4,2.9,23.0,10.0,0.5,3.4,2.9,1.9,0.12,1.1,0.0760410743983052
33.2,2.2,10.6,24.8,21.2,16.0,0.0,0.51,14.0,28.0,0.07,0.06,2.0,28.0,0.175,0.09,0.1,0.24,1.0,1.7,4.8,4.7,5.0,12.0,1.2,2.9,3.6,0.1,0.25,4.5,0.0297129099784511
28.4,4.6,13.0,22.4,5.6,31.6,0.0,0.51,14.0,35.0,0.175,0.05,2.0,21.0,0.14,0.06,0.1,0.44,0.7,0.7,3.1,3.8,5.0,21.0,0.1,2.3,2.0,1.2,0.46,1.9,0.0295789195724543
38.0,11.8,5.8,18.8,10.4,5.2,0.0,0.5,14.0,31.0,0.175,0.04,2.0,28.0,0.07,0.03,0.1,0.11,1.2,2.4,4.6,4.2,6.0,2.0,4.4,2.7,1.6,3.9,0.1,3.0,0.0482992112569412
22.4,7.0,7.0,5.6,21.2,23.2,0.0,0.51,14.0,33.0,0.14,0.05,2.0,10.0,0.07,0.05,0.1,0.24,2.4,2.9,4.3,2.9,13.0,14.0,3.1,1.0,5.0,2.2,0.61,2.1,0.0693164921645666
48.8,5.8,4.6,10.4,10.4,16.0,0.0,0.51,14.0,18.0,0.14,0.03,2.0,12.0,0.105,0.03,0.1,0.15,1.1,0.3,2.3,3.4,5.0,21.0,3.6,4.8,4.8,0.1,0.27,1.4,0.0460546737336438
28.4,11.8,4.6,23.6,11.6,42.4,0.0,0.51,14.0,22.0,0.175,0.04,2.0,14.0,0.07,0.02,0.1,0.04,1.4,2.4,2.5,2.3,2.0,29.0,1.4,4.3,4.9,0.4,0.5,1.1,0.0806771680542424
8.0,2.2,13.0,6.8,11.6,5.2,0.0,0.5,14.0,35.0,0.105,0.08,2.0,23.0,0.105,0.07,0.1,0.4,1.5,4.1,2.7,1.3,28.0,11.0,0.1,1.6,3.7,4.9,0.49,1.0,0.115451805704039
46.4,8.2,8.2,15.2,6.8,36.4,0.0,0.51,14.0,31.0,0.14,0.01,2.0,24.0,0.14,0.07,0.1,0.03,0.8,3.6,3.4,4.5,15.0,10.0,4.5,1.2,1.6,3.1,0.1,2.9,0.0294750108530972
23.6,13.0,13.0,16.4,26.0,48.4,0.0,0.51,14.0,18.0,0.175,0.03,2.0,32.0,0.175,0.1,0.1,0.44,2.4,0.8,4.9,4.7,25.0,21.0,4.1,1.6,4.7,3.0,0.54,3.1,0.0333016348531212
34.4,9.4,1.0,4.4,8.0,5.2,0.0,0.51,14.0,31.0,0.105,0.03,2.0,32.0,0.14,0.04,0.1,0.03,0.4,0.5,3.3,4.3,18.0,1.0,1.8,4.0,1.3,1.1,0.34,1.2,0.0
35.6,8.2,2.2,15.2,21.2,37.6,0.0,0.51,14.0,33.0,0.105,0.01,2.0,7.0,0.175,0.06,0.1,0.22,2.3,3.8,4.8,2.8,30.0,26.0,3.1,2.4,4.9,2.4,2.18,2.4,0.137408510787586
38.0,8.2,3.4,15.2,17.6,44.8,0.0,0.5,14.0,14.0,0.07,0.02,2.0,27.0,0.105,0.04,0.1,0.07,2.1,0.3,4.3,2.5,14.0,10.0,0.1,1.3,0.7,4.8,0.13,2.4,0.0813623667172754
29.6,9.4,10.6,20.0,23.6,53.2,0.0,0.51,14.0,15.0,0.105,0.06,2.0,35.0,0.175,0.07,0.1,0.03,2.7,1.8,4.5,4.7,10.0,28.0,0.6,2.6,0.5,0.6,0.42,3.9,0.034175861232675
47.6,8.2,3.4,23.6,3.2,18.4,0.0,0.51,14.0,21.0,0.07,0.02,2.0,27.0,0.105,0.02,0.1,0.31,0.3,2.4,1.7,3.2,14.0,11.0,0.7,0.7,3.8,0.3,0.11,1.2,0.0659336035281319
26.0,2.2,13.0,21.2,16.4,52.0,0.0,0.5,14.0,26.0,0.105,0.1,2.0,33.0,0.105,0.05,0.1,0.33,1.9,2.8,3.9,3.7,23.0,10.0,3.0,0.6,2.2,0.1,1.83,1.1,0.0315168288154471
16.4,7.0,11.8,12.8,6.8,42.4,0.0,0.51,14.0,33.0,0.175,0.09,2.0,16.0,0.14,0.08,0.1,0.12,0.4,3.9,4.0,3.7,3.0,15.0,1.5,1.7,2.6,3.6,0.17,1.9,0.0567082369832733
16.4,11.8,9.4,10.4,26.0,50.8,0.0,0.51,14.0,34.0,0.175,0.08,2.0,25.0,0.07,0.01,0.1,0.14,1.7,2.5,4.1,4.8,9.0,23.0,3.4,3.7,2.7,1.1,1.13,3.9,0.0664430370635134
34.4,7.0,11.8,6.8,21.2,8.8,0.0,0.5,14.0,28.0,0.14,0.05,2.0,20.0,0.105,0.09,0.1,0.41,2.4,1.9,4.5,4.7,6.0,17.0,3.4,1.3,1.4,4.1,0.28,2.4,0.0271379319847308
34.4,8.2,7.0,24.8,9.2,28.0,0.0,0.5,14.0,23.0,0.105,0.1,2.0,23.0,0.105,0.07,0.1,0.24,1.1,1.0,2.3,3.1,29.0,11.0,0.8,2.5,2.3,1.6,0.77,1.4,0.0437105910522799
26.0,2.2,2.2,20.0,22.4,43.6,0.0,0.51,14.0,14.0,0.07,0.07,2.0,20.0,0.14,0.09,0.1,0.3,2.6,1.8,4.5,4.6,24.0,3.0,4.4,1.0,3.0,2.3,0.48,4.1,0.189827964042162
46.4,3.4,2.2,12.8,16.4,17.2,0.0,0.5,14.0,35.0,0.14,0.08,2.0,21.0,0.175,0.09,0.1,0.37,2.1,1.5,4.7,2.7,8.0,0.0,2.7,1.4,4.4,3.5,0.77,1.6,0.102941656773934
46.4,3.4,3.4,9.2,26.0,47.2,0.0,0.5,14.0,29.0,0.14,0.01,2.0,19.0,0.175,0.05,0.1,0.39,2.0,2.1,5.0,4.8,25.0,16.0,3.5,4.4,5.0,0.2,0.73,2.9,0.0667016298679983
12.8,11.8,11.8,16.4,4.4,4.0,0.0,0.51,14.0,25.0,0.14,0.07,2.0,22.0,0.175,0.06,0.1,0.07,0.5,2.8,1.2,2.1,17.0,15.0,3.0,4.2,0.3,3.4,0.16,1.0,0.0696115504297411
17.6,5.8,8.2,14.0,12.8,32.8,0.0,0.5,14.0,31.0,0.035,0.03,2.0,27.0,0.105,0.08,0.1,0.25,1.1,1.0,3.1,4.1,4.0,30.0,0.5,0.7,4.2,0.6,0.98,2.7,0.0713401495834814
39.2,3.4,11.8,22.4,4.4,20.8,0.0,0.51,14.0,21.0,0.175,0.04,2.0,19.0,0.105,0.04,0.1,0.25,0.5,0.5,2.8,3.4,24.0,21.0,0.2,2.6,3.5,2.3,0.17,1.4,0.0247171909739077
36.8,4.6,13.0,18.8,26.0,32.8,0.0,0.51,14.0,30.0,0.07,0.02,2.0,29.0,0.175,0.05,0.1,0.48,2.0,2.2,4.7,4.7,12.0,22.0,2.2,1.3,2.2,0.3,1.68,3.5,0.0214106610377063
21.2,8.2,7.0,18.8,14.0,23.2,0.0,0.51,14.0,16.0,0.14,0.03,2.0,34.0,0.14,0.09,0.1,0.17,1.4,1.5,4.0,2.2,4.0,7.0,2.2,3.9,0.3,1.4,0.49,1.4,0.0687120872184954
34.4,4.6,2.2,18.8,8.0,43.6,0.0,0.51,14.0,25.0,0.14,0.02,2.0,21.0,0.14,0.06,0.1,0.13,0.6,2.0,3.6,2.3,5.0,5.0,0.1,4.8,4.2,1.4,0.15,2.0,0.13895686051338
26.0,2.2,4.6,8.0,15.2,36.4,0.0,0.5,14.0,33.0,0.07,0.07,2.0,10.0,0.175,0.09,0.1,0.32,1.6,1.1,4.1,4.2,28.0,13.0,1.1,3.8,1.4,2.7,0.81,1.1,0.0870477179603636
52.4,10.6,3.4,18.8,24.8,18.4,0.0,0.51,14.0,26.0,0.14,0.05,2.0,10.0,0.14,0.1,0.1,0.29,3.0,2.9,4.2,4.8,15.0,13.0,4.0,4.7,2.9,2.7,1.86,4.0,0.0570183512092932
46.4,9.4,3.4,24.8,12.8,13.6,0.0,0.5,14.0,15.0,0.175,0.06,2.0,28.0,0.14,0.02,0.1,0.35,1.5,0.7,3.0,4.9,16.0,25.0,1.5,1.9,0.4,0.6,0.44,2.8,0.0689298512938921
11.6,5.8,4.6,20.0,3.2,22.0,0.0,0.51,14.0,20.0,0.07,0.03,2.0,31.0,0.07,0.02,0.1,0.35,0.3,2.2,1.4,4.3,2.0,17.0,3.2,4.7,3.0,4.4,0.12,1.3,0.205436484743444
12.8,11.8,10.6,23.6,22.4,26.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,23.0,0.07,0.03,0.1,0.1,2.6,2.3,4.2,4.0,11.0,19.0,0.9,2.9,2.0,2.5,0.96,3.5,0.078392238025577
40.4,8.2,8.2,6.8,5.6,42.4,0.0,0.51,14.0,22.0,0.105,0.04,2.0,25.0,0.105,0.03,0.1,0.09,0.3,0.3,2.4,1.4,19.0,26.0,3.5,3.7,3.2,1.9,0.12,1.0,0.0338887516047831
42.8,13.0,11.8,23.6,9.2,16.0,0.0,0.51,14.0,11.0,0.14,0.05,2.0,16.0,0.105,0.06,0.1,0.31,0.6,0.2,3.9,3.9,1.0,27.0,2.8,2.3,1.9,1.7,0.19,2.7,0.0203350505158414
33.2,2.2,11.8,24.8,17.6,53.2,0.0,0.5,14.0,21.0,0.175,0.07,2.0,23.0,0.175,0.1,0.1,0.13,2.1,2.3,4.9,2.7,10.0,15.0,0.1,3.2,4.6,1.0,1.48,1.5,0.0263392253190389
51.2,4.6,11.8,21.2,4.4,7.6,0.0,0.51,14.0,17.0,0.105,0.03,2.0,12.0,0.14,0.04,0.1,0.14,0.4,1.9,2.0,1.5,3.0,17.0,3.8,3.7,2.4,2.2,0.18,1.1,0.0173997845533476
22.4,3.4,2.2,4.4,23.6,32.8,0.0,0.5,14.0,33.0,0.14,0.05,2.0,18.0,0.035,0.03,0.1,0.43,2.2,1.3,4.5,5.0,20.0,15.0,0.8,2.5,3.8,3.0,0.1,3.6,0.212660738030958
51.2,2.2,11.8,21.2,15.2,12.4,0.0,0.5,14.0,12.0,0.14,0.02,2.0,34.0,0.14,0.09,0.1,0.32,2.0,0.9,5.0,4.5,25.0,16.0,1.5,2.1,1.0,5.0,0.65,3.8,0.0170115991402113
