w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Lrx2_uH
32.0,7.0,7.0,9.2,12.8,36.4,0.0,0.5,14.0,33.0,0.035,0.01,2.0,4.0,0.175,0.08,0.1,0.49,1.2,2.7,4.4,2.8,14.0,13.0,3.4,3.4,1.6,3.9,0.79,1.0,18.9589565176868
40.4,8.2,4.6,12.8,23.6,41.2,0.0,0.51,14.0,23.0,0.175,0.01,2.0,19.0,0.105,0.08,0.1,0.17,3.1,0.7,5.0,3.2,21.0,1.0,2.9,0.3,2.9,1.3,0.42,2.8,27.5149504060688
29.6,2.2,2.2,6.8,22.4,16.0,0.0,0.51,14.0,28.0,0.07,0.04,2.0,12.0,0.105,0.05,0.1,0.42,1.9,3.5,4.6,4.2,15.0,21.0,1.5,4.2,3.5,1.9,0.67,3.8,9.86042363256402
22.4,7.0,2.2,6.8,16.4,50.8,0.0,0.51,14.0,35.0,0.035,0.01,2.0,28.0,0.175,0.1,0.1,0.07,2.0,3.0,4.6,4.1,17.0,26.0,2.5,2.6,2.6,1.7,0.72,3.6,9.86753980485042
45.2,3.4,10.6,16.4,20.0,19.6,0.0,0.5,14.0,22.0,0.07,0.07,2.0,25.0,0.175,0.04,0.1,0.27,1.0,0.7,3.8,2.7,12.0,30.0,1.5,4.6,3.9,0.1,0.27,2.6,26.627942168666
46.4,7.0,1.0,6.8,8.0,22.0,0.0,0.5,14.0,21.0,0.105,0.05,2.0,23.0,0.035,0.02,0.1,0.13,1.0,2.8,3.0,4.8,17.0,12.0,1.9,2.1,1.4,3.0,0.59,2.9,21.2941960063386
28.4,8.2,11.8,10.4,11.6,40.0,0.0,0.5,14.0,32.0,0.175,0.08,2.0,10.0,0.175,0.02,0.1,0.43,1.0,1.7,2.6,2.6,13.0,16.0,2.3,0.4,0.1,0.7,0.44,1.2,19.6699284405859
17.6,8.2,3.4,15.2,5.6,46.0,0.0,0.51,14.0,22.0,0.07,0.01,2.0,24.0,0.175,0.02,0.1,0.03,0.7,1.1,3.3,3.7,18.0,29.0,0.6,1.9,3.6,0.3,0.49,1.9,13.992535638791
44.0,9.4,9.4,6.8,16.4,28.0,0.0,0.5,14.0,30.0,0.07,0.03,2.0,32.0,0.105,0.09,0.1,0.14,1.1,3.3,4.1,2.2,30.0,1.0,3.7,0.4,1.7,0.5,0.2,1.1,23.7082765614017
9.2,3.4,3.4,14.0,17.6,34.0,0.0,0.5,14.0,14.0,0.07,0.02,2.0,16.0,0.035,0.01,0.1,0.49,1.1,1.2,4.7,4.4,14.0,1.0,2.3,2.1,3.0,1.2,0.18,3.4,5.29054481906073
17.6,8.2,7.0,22.4,6.8,25.6,0.0,0.5,14.0,21.0,0.14,0.04,2.0,26.0,0.07,0.06,0.1,0.32,0.7,0.3,4.9,2.0,10.0,12.0,4.3,2.9,3.8,3.4,0.13,1.1,18.4726987166899
24.8,2.2,2.2,20.0,15.2,13.6,0.0,0.5,14.0,21.0,0.14,0.05,2.0,29.0,0.105,0.08,0.1,0.09,1.5,2.5,3.8,4.9,30.0,27.0,3.7,0.5,1.6,4.1,0.64,2.7,11.6650230154797
10.4,8.2,3.4,20.0,4.4,16.0,0.0,0.5,14.0,18.0,0.105,0.09,2.0,18.0,0.07,0.03,0.1,0.3,0.4,2.3,2.3,1.9,26.0,1.0,4.4,1.5,2.5,2.0,0.17,1.4,10.7377793560529
50.0,4.6,7.0,24.8,21.2,48.4,0.0,0.51,14.0,32.0,0.175,0.1,2.0,7.0,0.07,0.07,0.1,0.35,1.6,4.3,5.0,3.5,12.0,3.0,4.2,3.1,1.1,2.9,0.2,1.7,37.900293242325
44.0,4.6,7.0,15.2,26.0,38.8,0.0,0.5,14.0,23.0,0.105,0.04,2.0,30.0,0.035,0.03,0.1,0.26,1.8,2.6,5.0,3.6,27.0,26.0,1.2,0.6,4.0,2.8,0.2,2.9,4.77095527487372
29.6,13.0,7.0,18.8,9.2,35.2,0.0,0.51,14.0,32.0,0.175,0.08,2.0,35.0,0.14,0.06,0.1,0.45,1.1,1.3,4.8,3.4,15.0,7.0,4.4,2.7,4.7,2.0,0.32,1.4,32.850132795274
30.8,10.6,9.4,9.2,17.6,6.4,0.0,0.51,14.0,16.0,0.07,0.05,2.0,14.0,0.105,0.05,0.1,0.45,1.1,1.2,4.0,3.6,23.0,16.0,0.4,3.4,2.2,0.2,0.53,1.4,22.9632687557138
48.8,7.0,13.0,26.0,14.0,5.2,0.0,0.5,14.0,31.0,0.14,0.01,2.0,13.0,0.105,0.04,0.1,0.38,1.1,2.3,3.4,2.6,17.0,2.0,4.7,3.8,3.7,4.3,1.02,2.0,52.151387176194
5.6,7.0,2.2,18.8,4.4,23.2,0.0,0.5,14.0,32.0,0.07,0.06,2.0,32.0,0.175,0.06,0.1,0.12,0.3,2.4,2.6,4.3,23.0,16.0,2.2,3.3,0.3,3.0,0.14,1.4,5.28159569282209
48.8,3.4,13.0,26.0,14.0,20.8,0.0,0.51,14.0,24.0,0.105,0.05,2.0,24.0,0.175,0.06,0.1,0.29,1.0,2.5,4.2,3.9,25.0,12.0,3.8,2.9,2.1,0.9,0.9,2.5,32.2892510678101
21.2,4.6,11.8,12.8,18.8,40.0,0.0,0.5,14.0,35.0,0.105,0.04,2.0,15.0,0.035,0.02,0.1,0.0,2.2,3.6,4.4,4.1,4.0,10.0,1.5,2.2,3.8,5.0,0.49,1.8,12.9112760761902
33.2,1.0,2.2,10.4,17.6,47.2,0.0,0.5,14.0,17.0,0.175,0.07,2.0,20.0,0.175,0.05,0.1,0.04,2.1,2.3,5.0,3.2,8.0,16.0,4.2,2.7,4.1,2.8,0.1,2.5,8.19445069073359
17.6,9.4,8.2,4.4,5.6,8.8,0.0,0.51,14.0,29.0,0.07,0.06,2.0,17.0,0.175,0.02,0.1,0.26,0.7,2.7,2.3,3.9,16.0,17.0,2.7,2.7,1.2,3.4,0.26,1.8,7.61115044148287
17.6,7.0,8.2,18.8,5.6,8.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,22.0,0.105,0.05,0.1,0.19,0.4,2.1,4.0,3.5,0.0,28.0,2.9,1.2,4.6,1.2,0.3,1.2,17.1626254425816
22.4,9.4,7.0,18.8,22.4,50.8,0.0,0.51,14.0,24.0,0.035,0.01,2.0,12.0,0.105,0.07,0.1,0.43,2.1,3.1,4.7,4.6,25.0,7.0,1.6,4.6,0.7,1.4,0.93,3.6,20.5240703976931
48.8,5.8,10.6,16.4,24.8,50.8,0.0,0.5,14.0,29.0,0.175,0.09,2.0,25.0,0.175,0.09,0.1,0.23,3.0,2.5,4.1,4.6,16.0,29.0,2.0,1.9,0.4,1.6,1.6,3.8,33.704491769718
20.0,1.0,7.0,10.4,4.4,8.8,0.0,0.5,14.0,23.0,0.105,0.07,2.0,19.0,0.175,0.05,0.1,0.39,0.2,1.8,1.6,2.9,12.0,17.0,3.3,0.5,0.9,0.5,0.18,1.1,5.96510197821886
20.0,7.0,5.8,10.4,24.8,52.0,0.0,0.5,14.0,28.0,0.14,0.08,2.0,33.0,0.105,0.09,0.1,0.32,2.1,3.3,4.6,4.4,6.0,1.0,4.1,3.0,0.5,2.7,1.76,3.0,12.1549259862483
51.2,7.0,9.4,20.0,24.8,4.0,0.0,0.5,14.0,25.0,0.105,0.01,2.0,19.0,0.035,0.01,0.1,0.05,2.5,1.1,4.1,4.2,1.0,1.0,2.0,0.1,4.6,0.7,0.37,3.8,47.580797058426
38.0,13.0,7.0,18.8,24.8,26.8,0.0,0.5,14.0,15.0,0.175,0.06,2.0,35.0,0.175,0.06,0.1,0.29,2.4,1.9,4.7,3.8,22.0,29.0,2.9,2.5,4.6,3.8,0.84,3.3,40.2449493319194
41.6,13.0,7.0,14.0,22.4,25.6,0.0,0.51,14.0,30.0,0.07,0.07,2.0,22.0,0.105,0.01,0.1,0.02,1.9,3.9,4.4,4.3,7.0,3.0,2.9,4.1,4.8,4.2,0.66,2.8,37.6871405462196
48.8,9.4,4.6,15.2,16.4,38.8,0.0,0.51,14.0,16.0,0.105,0.05,2.0,11.0,0.105,0.02,0.1,0.17,0.7,1.2,4.9,5.0,6.0,14.0,4.8,3.5,4.3,2.1,0.39,2.3,18.6898088480711
35.6,7.0,4.6,10.4,15.2,42.4,0.0,0.5,14.0,18.0,0.175,0.04,2.0,20.0,0.175,0.07,0.1,0.08,1.2,1.5,4.1,3.0,25.0,23.0,4.8,4.5,0.7,2.1,0.26,1.1,22.3199076018742
18.8,8.2,13.0,24.8,16.4,49.6,0.0,0.5,14.0,23.0,0.105,0.07,2.0,29.0,0.07,0.01,0.1,0.29,2.0,2.9,4.0,4.8,17.0,28.0,4.1,0.2,2.8,4.6,0.63,3.9,19.2380322486909
30.8,7.0,9.4,16.4,4.4,40.0,0.0,0.51,14.0,27.0,0.175,0.07,2.0,27.0,0.175,0.04,0.1,0.34,0.2,2.4,2.1,4.9,17.0,6.0,4.5,3.8,1.5,4.8,0.12,1.3,25.2120520722029
29.6,3.4,11.8,11.6,11.6,12.4,0.0,0.51,14.0,30.0,0.14,0.02,2.0,14.0,0.105,0.02,0.1,0.25,0.6,3.9,4.8,2.3,7.0,18.0,3.0,3.9,1.4,2.1,0.44,1.7,16.7880729555689
26.0,7.0,5.8,14.0,20.0,4.0,0.0,0.51,14.0,31.0,0.105,0.05,2.0,22.0,0.175,0.01,0.1,0.28,1.9,2.5,4.0,3.1,2.0,7.0,3.6,1.8,1.3,0.7,0.82,3.0,20.974352164018
11.6,11.8,5.8,9.2,20.0,8.8,0.0,0.5,14.0,27.0,0.14,0.1,2.0,19.0,0.105,0.05,0.1,0.01,1.1,2.6,4.4,4.5,14.0,21.0,4.5,1.2,3.6,1.7,0.57,2.2,8.75351461292967
38.0,4.6,7.0,5.6,24.8,53.2,0.0,0.5,14.0,35.0,0.175,0.08,2.0,15.0,0.14,0.08,0.1,0.19,2.5,1.1,4.4,3.6,20.0,29.0,2.0,0.2,3.3,2.4,1.08,3.1,14.2266982545576
16.4,4.6,11.8,14.0,11.6,43.6,0.0,0.51,14.0,25.0,0.175,0.04,2.0,27.0,0.14,0.03,0.1,0.46,0.9,1.6,4.4,4.2,20.0,11.0,0.8,0.2,1.7,1.5,0.36,3.7,10.5651758932009
8.0,1.0,5.8,22.4,6.8,20.8,0.0,0.51,14.0,34.0,0.14,0.01,2.0,25.0,0.175,0.05,0.1,0.46,0.8,1.0,3.8,3.1,3.0,29.0,2.3,4.1,4.9,1.5,0.18,2.6,3.0113857433109
41.6,7.0,2.2,10.4,20.0,44.8,0.0,0.5,14.0,29.0,0.07,0.04,2.0,12.0,0.175,0.04,0.1,0.4,0.9,0.6,4.9,4.7,10.0,22.0,5.0,1.1,3.3,3.5,0.54,2.0,23.1755805906448
36.8,1.0,8.2,12.8,16.4,7.6,0.0,0.51,14.0,17.0,0.105,0.07,2.0,27.0,0.105,0.1,0.1,0.32,1.8,1.3,4.6,4.6,22.0,25.0,4.0,1.6,3.5,3.7,1.26,3.9,10.9950055407668
20.0,10.6,13.0,12.8,12.8,52.0,0.0,0.51,14.0,17.0,0.14,0.02,2.0,32.0,0.07,0.06,0.1,0.41,0.5,1.5,4.3,4.6,20.0,23.0,0.8,1.3,1.1,2.7,0.41,3.3,16.3564633081326
22.4,3.4,11.8,6.8,21.2,31.6,0.0,0.5,14.0,32.0,0.175,0.03,2.0,22.0,0.14,0.05,0.1,0.37,2.6,0.7,4.7,3.3,10.0,30.0,2.5,1.7,4.7,5.0,0.26,3.2,9.17955330571446
44.0,10.6,7.0,23.6,23.6,29.2,0.0,0.51,14.0,13.0,0.175,0.06,2.0,21.0,0.175,0.03,0.1,0.17,2.8,0.3,4.3,3.6,20.0,0.0,1.9,4.5,2.7,3.4,0.25,3.1,47.6759089895015
18.8,5.8,10.6,17.6,16.4,13.6,0.0,0.5,14.0,27.0,0.14,0.06,2.0,19.0,0.175,0.07,0.1,0.35,1.5,2.4,4.0,4.1,19.0,23.0,2.8,2.6,3.0,4.9,0.35,3.3,16.0394268642927
30.8,9.4,5.8,17.6,24.8,49.6,0.0,0.51,14.0,35.0,0.14,0.07,2.0,29.0,0.14,0.1,0.1,0.03,2.3,3.1,4.5,4.4,18.0,13.0,0.6,4.8,4.4,1.9,0.44,3.3,26.1040541276386
42.8,8.2,7.0,5.6,22.4,31.6,0.0,0.5,14.0,31.0,0.175,0.07,2.0,7.0,0.07,0.05,0.1,0.1,1.2,3.8,4.2,3.0,0.0,15.0,2.1,1.1,4.9,1.7,0.77,2.7,19.6155428574576
6.8,8.2,5.8,8.0,5.6,31.6,0.0,0.5,14.0,14.0,0.14,0.1,2.0,26.0,0.14,0.07,0.1,0.29,0.4,1.5,2.2,3.0,12.0,7.0,0.6,2.0,4.4,5.0,0.35,1.3,4.43111029967243
40.4,11.8,9.4,17.6,23.6,53.2,0.0,0.5,14.0,25.0,0.175,0.05,2.0,13.0,0.14,0.09,0.1,0.36,2.6,1.7,3.7,5.0,21.0,4.0,2.0,4.4,1.2,3.1,1.45,3.5,39.8316135473692
9.2,10.6,13.0,18.8,15.2,32.8,0.0,0.5,14.0,30.0,0.14,0.04,2.0,15.0,0.14,0.07,0.1,0.26,2.0,3.3,3.5,4.7,25.0,6.0,0.9,2.7,4.7,3.1,0.5,2.0,10.2811853287531
20.0,7.0,5.8,21.2,23.6,46.0,0.0,0.5,14.0,30.0,0.14,0.06,2.0,31.0,0.07,0.04,0.1,0.21,1.1,3.3,4.8,3.8,17.0,15.0,1.6,1.3,0.7,4.4,0.67,3.6,17.441256509632
36.8,8.2,7.0,8.0,23.6,35.2,0.0,0.5,14.0,27.0,0.07,0.07,2.0,12.0,0.14,0.01,0.1,0.15,1.4,1.5,4.6,3.8,8.0,26.0,4.4,4.7,3.0,3.1,1.32,3.3,20.5836217647769
9.2,3.4,3.4,16.4,10.4,25.6,0.0,0.51,14.0,29.0,0.07,0.05,2.0,13.0,0.175,0.07,0.1,0.24,1.3,1.5,4.3,4.6,11.0,9.0,1.2,1.4,2.5,0.4,0.7,2.9,5.57965275301955
52.4,8.2,13.0,6.8,9.2,34.0,0.0,0.51,14.0,16.0,0.14,0.07,2.0,8.0,0.14,0.05,0.1,0.08,0.7,1.4,4.8,3.5,11.0,9.0,3.7,3.4,0.6,0.5,0.55,2.6,26.9846254984581
24.8,4.6,9.4,22.4,22.4,11.2,0.0,0.51,14.0,34.0,0.175,0.06,2.0,30.0,0.07,0.03,0.1,0.07,2.2,3.6,4.3,4.5,16.0,20.0,1.0,0.6,3.7,2.0,1.51,3.9,20.2581526693863
24.8,11.8,9.4,17.6,26.0,6.4,0.0,0.5,14.0,16.0,0.105,0.03,2.0,23.0,0.035,0.01,0.1,0.39,2.4,1.8,5.0,4.3,15.0,7.0,1.1,4.0,2.0,4.6,0.9,3.6,27.2762601718242
12.8,7.0,5.8,5.6,23.6,50.8,0.0,0.51,14.0,30.0,0.14,0.01,2.0,13.0,0.105,0.01,0.1,0.17,2.7,3.3,4.7,4.8,24.0,13.0,2.0,2.7,3.4,3.4,2.03,3.9,5.36176160282158
16.4,10.6,10.6,23.6,16.4,43.6,0.0,0.5,14.0,24.0,0.105,0.1,2.0,8.0,0.105,0.08,0.1,0.3,1.9,2.0,4.1,3.4,2.0,25.0,4.4,2.1,0.3,3.7,0.61,1.3,19.1295399539567
11.6,5.8,13.0,21.2,9.2,42.4,0.0,0.51,14.0,30.0,0.175,0.07,2.0,33.0,0.07,0.04,0.1,0.04,0.9,1.4,3.1,3.5,25.0,16.0,3.5,1.3,1.2,1.4,0.53,1.4,10.3458893184297
33.2,8.2,10.6,22.4,9.2,40.0,0.0,0.51,14.0,23.0,0.14,0.03,2.0,31.0,0.14,0.1,0.1,0.43,1.0,2.6,2.5,3.6,4.0,8.0,1.2,3.6,4.1,0.3,0.33,1.2,33.4235205043229
45.2,3.4,11.8,26.0,21.2,18.4,0.0,0.51,14.0,31.0,0.07,0.02,2.0,9.0,0.105,0.09,0.1,0.2,2.4,1.4,4.2,4.9,18.0,24.0,0.6,3.3,3.5,0.2,0.14,2.5,30.6632301881505
32.0,1.0,5.8,6.8,14.0,25.6,0.0,0.51,14.0,34.0,0.035,0.01,2.0,13.0,0.14,0.09,0.1,0.23,1.4,1.3,2.4,4.6,4.0,18.0,1.6,0.4,3.9,5.0,0.82,2.2,7.82530629797508
15.2,11.8,9.4,9.2,20.0,28.0,0.0,0.5,14.0,28.0,0.175,0.07,2.0,16.0,0.105,0.02,0.1,0.38,1.7,3.0,4.8,3.0,27.0,0.0,4.6,1.9,3.8,2.3,1.37,2.0,11.0987521122979
51.2,11.8,11.8,12.8,8.0,11.2,0.0,0.51,14.0,20.0,0.175,0.1,2.0,23.0,0.105,0.05,0.1,0.08,0.9,0.6,4.0,3.5,21.0,17.0,5.0,4.1,4.2,2.2,0.27,1.8,47.6013789148443
33.2,10.6,8.2,4.4,9.2,6.4,0.0,0.51,14.0,24.0,0.105,0.03,2.0,30.0,0.07,0.02,0.1,0.28,0.7,1.9,4.3,1.6,29.0,15.0,2.9,1.0,0.5,1.8,0.68,1.1,14.5162633899879
36.8,11.8,2.2,17.6,16.4,30.4,0.0,0.51,14.0,28.0,0.07,0.05,2.0,10.0,0.07,0.02,0.1,0.14,2.0,2.1,3.4,4.3,14.0,3.0,0.5,4.1,0.3,0.7,0.28,3.3,31.8042322758172
8.0,9.4,7.0,5.6,12.8,18.4,0.0,0.5,14.0,35.0,0.175,0.1,2.0,23.0,0.07,0.04,0.1,0.21,1.0,4.5,2.9,3.3,14.0,5.0,2.5,3.6,1.5,1.6,0.31,2.0,4.22034362435704
12.8,5.8,4.6,16.4,9.2,30.4,0.0,0.51,14.0,34.0,0.14,0.02,2.0,34.0,0.175,0.03,0.1,0.22,0.5,1.3,3.5,4.0,15.0,16.0,4.2,1.0,2.4,0.3,0.46,1.2,10.0861169667628
29.6,9.4,7.0,16.4,15.2,49.6,0.0,0.5,14.0,34.0,0.035,0.01,2.0,19.0,0.175,0.03,0.1,0.28,2.0,2.4,4.9,4.3,17.0,23.0,2.5,4.5,4.9,4.4,0.36,1.9,25.1987296377194
48.8,3.4,10.6,26.0,14.0,22.0,0.0,0.51,14.0,25.0,0.035,0.01,2.0,18.0,0.105,0.01,0.1,0.34,0.6,2.3,3.2,4.5,26.0,22.0,2.4,4.9,2.5,1.9,0.23,2.6,31.9909681689305
34.4,7.0,10.6,5.6,17.6,25.6,0.0,0.51,14.0,24.0,0.14,0.04,2.0,31.0,0.175,0.08,0.1,0.02,2.1,2.4,5.0,3.3,13.0,2.0,3.2,3.2,0.6,2.9,1.42,1.6,15.1754498577064
51.2,3.4,7.0,8.0,6.8,24.4,0.0,0.5,14.0,20.0,0.14,0.01,2.0,12.0,0.035,0.03,0.1,0.1,0.7,0.6,4.7,3.5,24.0,25.0,1.1,4.5,2.5,3.4,0.27,1.5,21.679414406317
22.4,3.4,10.6,4.4,16.4,48.4,0.0,0.51,14.0,34.0,0.105,0.06,2.0,29.0,0.07,0.01,0.1,0.17,2.0,1.4,4.5,2.2,28.0,6.0,2.3,4.4,1.7,3.9,0.78,1.6,6.79547498986781
33.2,9.4,5.8,8.0,21.2,8.8,0.0,0.5,14.0,14.0,0.175,0.02,2.0,32.0,0.035,0.03,0.1,0.45,1.4,0.8,4.5,4.4,20.0,15.0,0.4,5.0,4.3,0.4,0.19,3.9,20.7245823693027
17.6,3.4,9.4,23.6,12.8,4.0,0.0,0.5,14.0,11.0,0.14,0.05,2.0,27.0,0.035,0.02,0.1,0.17,1.3,1.4,3.2,4.8,12.0,24.0,2.4,4.0,4.8,1.4,0.86,1.6,13.188312866722
12.8,10.6,2.2,26.0,11.6,40.0,0.0,0.51,14.0,18.0,0.07,0.03,2.0,20.0,0.175,0.02,0.1,0.26,1.3,2.2,2.2,3.9,0.0,15.0,4.1,0.9,2.8,3.8,0.37,1.3,13.6325612110114
39.2,1.0,10.6,26.0,9.2,40.0,0.0,0.5,14.0,29.0,0.14,0.04,2.0,13.0,0.14,0.01,0.1,0.32,0.7,3.5,4.1,4.5,1.0,21.0,1.6,3.3,3.9,2.6,0.24,2.6,11.8226387537199
8.0,13.0,8.2,20.0,5.6,34.0,0.0,0.51,14.0,26.0,0.14,0.03,2.0,35.0,0.14,0.07,0.1,0.17,0.6,2.2,1.5,3.5,17.0,29.0,1.4,1.2,0.1,4.5,0.29,1.3,10.0669016893692
47.6,7.0,2.2,8.0,11.6,35.2,0.0,0.5,14.0,35.0,0.105,0.03,2.0,28.0,0.105,0.1,0.1,0.04,0.7,2.9,3.7,4.3,6.0,8.0,0.6,0.4,3.2,1.2,0.1,1.2,24.6084236724334
14.0,1.0,9.4,8.0,12.8,24.4,0.0,0.5,14.0,18.0,0.175,0.04,2.0,21.0,0.07,0.07,0.1,0.02,1.5,1.6,4.4,2.0,22.0,0.0,2.5,0.3,1.5,0.1,0.81,1.9,3.95929770735835
9.2,9.4,5.8,11.6,8.0,12.4,0.0,0.51,14.0,22.0,0.105,0.06,2.0,34.0,0.14,0.03,0.1,0.33,0.7,2.8,4.2,4.2,8.0,24.0,0.6,1.1,1.5,4.1,0.18,1.0,7.99486192989654
40.4,13.0,11.8,5.6,8.0,26.8,0.0,0.51,14.0,31.0,0.175,0.1,2.0,14.0,0.175,0.09,0.1,0.28,0.6,2.0,3.5,1.8,21.0,25.0,0.7,4.8,2.9,2.9,0.36,1.5,20.4505244260278
12.8,7.0,11.8,15.2,20.0,50.8,0.0,0.5,14.0,29.0,0.175,0.09,2.0,27.0,0.175,0.09,0.1,0.2,1.0,2.4,4.9,4.4,3.0,3.0,3.4,3.5,1.6,1.7,0.33,2.4,10.5326699429206
20.0,3.4,1.0,14.0,10.4,36.4,0.0,0.5,14.0,18.0,0.175,0.02,2.0,19.0,0.105,0.01,0.1,0.34,1.1,2.1,2.2,3.1,12.0,26.0,2.9,3.4,3.3,3.7,0.96,1.1,9.65148645518424
15.2,13.0,8.2,8.0,18.8,35.2,0.0,0.51,14.0,15.0,0.175,0.09,2.0,32.0,0.105,0.04,0.1,0.33,2.3,0.8,4.6,3.8,24.0,28.0,3.3,3.8,0.7,1.5,0.43,2.1,9.99413098001511
24.8,9.4,10.6,14.0,6.8,7.6,0.0,0.5,14.0,8.0,0.14,0.09,2.0,9.0,0.175,0.02,0.1,0.3,0.4,1.0,2.6,3.2,28.0,4.0,0.7,2.0,3.8,4.0,0.23,1.5,23.5208117569512
15.2,11.8,13.0,6.8,5.6,19.6,0.0,0.5,14.0,25.0,0.035,0.02,2.0,35.0,0.14,0.05,0.1,0.05,0.7,1.0,3.2,2.7,14.0,20.0,4.0,0.3,1.8,0.7,0.21,1.1,9.13419137505503
18.8,8.2,9.4,4.4,12.8,48.4,0.0,0.51,14.0,31.0,0.175,0.01,2.0,35.0,0.105,0.08,0.1,0.2,1.1,1.6,4.2,2.9,1.0,18.0,3.9,0.4,0.1,1.2,1.02,2.7,6.95576319819849
39.2,8.2,13.0,16.4,5.6,32.8,0.0,0.51,14.0,27.0,0.14,0.1,2.0,8.0,0.175,0.03,0.1,0.23,0.6,1.5,3.9,1.4,3.0,17.0,1.6,2.4,2.8,0.8,0.44,1.0,35.305777072806
29.6,7.0,3.4,8.0,22.4,4.0,0.0,0.51,14.0,34.0,0.105,0.09,2.0,17.0,0.175,0.07,0.1,0.2,2.2,4.6,3.8,4.0,7.0,19.0,2.2,3.4,4.1,3.7,0.44,3.0,17.0156049348847
34.4,3.4,11.8,6.8,11.6,26.8,0.0,0.51,14.0,16.0,0.14,0.09,2.0,27.0,0.14,0.1,0.1,0.22,1.4,2.1,3.8,4.6,5.0,18.0,3.9,3.8,1.8,4.3,0.21,2.3,13.9193000312125
35.6,1.0,13.0,10.4,12.8,5.2,0.0,0.5,14.0,29.0,0.175,0.08,2.0,13.0,0.105,0.1,0.1,0.28,1.1,1.6,4.5,3.1,21.0,7.0,2.6,0.4,2.4,2.0,1.09,2.6,10.4694816545103
46.4,13.0,2.2,11.6,4.4,23.2,0.0,0.5,14.0,33.0,0.14,0.09,2.0,18.0,0.175,0.07,0.1,0.23,0.4,2.6,2.0,1.1,9.0,23.0,0.1,1.1,4.0,0.3,0.22,1.0,38.4078528229793
40.4,7.0,3.4,15.2,4.4,29.2,0.0,0.5,14.0,34.0,0.175,0.08,2.0,29.0,0.14,0.07,0.1,0.1,0.5,2.9,1.2,3.0,6.0,1.0,2.5,4.7,1.4,2.1,0.31,1.1,32.212994522859
16.4,11.8,3.4,11.6,24.8,30.4,0.0,0.51,14.0,31.0,0.035,0.03,2.0,17.0,0.14,0.04,0.1,0.27,2.6,3.7,4.7,4.1,0.0,18.0,1.2,2.8,4.9,4.4,2.37,3.2,11.9959477975595
36.8,13.0,10.6,17.6,10.4,19.6,0.0,0.5,14.0,24.0,0.14,0.02,2.0,25.0,0.105,0.05,0.1,0.37,0.7,2.9,4.7,4.3,8.0,9.0,0.2,0.8,2.1,2.6,0.46,2.8,41.5557082099959
22.4,2.2,10.6,14.0,3.2,36.4,0.0,0.51,14.0,26.0,0.14,0.03,2.0,34.0,0.175,0.05,0.1,0.17,0.4,3.4,1.4,1.2,7.0,21.0,4.8,4.0,4.5,0.7,0.23,1.0,9.66485445708226
27.2,2.2,5.8,9.2,6.8,29.2,0.0,0.5,14.0,22.0,0.175,0.01,2.0,9.0,0.035,0.02,0.1,0.24,0.4,1.0,4.6,2.5,5.0,3.0,0.4,3.8,1.1,1.0,0.17,1.9,10.0864061353967
12.8,8.2,2.2,14.0,15.2,36.4,0.0,0.51,14.0,35.0,0.175,0.1,2.0,12.0,0.175,0.09,0.1,0.39,0.9,3.4,3.7,3.2,24.0,28.0,1.8,4.9,1.5,3.4,0.85,3.0,9.75460716752305
38.0,10.6,8.2,22.4,20.0,22.0,0.0,0.51,14.0,17.0,0.175,0.07,2.0,31.0,0.07,0.01,0.1,0.02,2.4,1.2,4.6,4.8,21.0,27.0,3.2,3.2,0.3,3.6,0.64,2.7,42.2487454407515
21.2,2.2,13.0,11.6,23.6,43.6,0.0,0.51,14.0,25.0,0.14,0.06,2.0,26.0,0.035,0.01,0.1,0.47,3.0,2.5,4.6,4.8,24.0,28.0,1.1,1.8,2.3,4.8,0.33,3.3,8.92981522940447
46.4,4.6,10.6,14.0,5.6,38.8,0.0,0.5,14.0,22.0,0.175,0.01,2.0,7.0,0.105,0.04,0.1,0.33,0.5,0.3,3.0,1.4,9.0,11.0,1.5,2.2,0.5,1.9,0.2,1.0,28.5222690692652
26.0,4.6,9.4,22.4,24.8,30.4,0.0,0.51,14.0,25.0,0.105,0.05,2.0,28.0,0.175,0.09,0.1,0.14,2.0,3.1,5.0,3.1,29.0,13.0,2.2,2.9,0.5,3.9,1.42,2.9,20.1397387573919
32.0,5.8,11.8,6.8,6.8,34.0,0.0,0.5,14.0,32.0,0.105,0.05,2.0,33.0,0.07,0.05,0.1,0.37,0.4,1.5,3.0,4.0,19.0,16.0,3.8,2.0,1.7,1.7,0.13,1.3,15.3943579154417
18.8,5.8,9.4,18.8,3.2,44.8,0.0,0.5,14.0,18.0,0.175,0.01,2.0,26.0,0.07,0.03,0.1,0.3,0.3,0.9,1.5,4.2,29.0,8.0,2.6,3.9,2.9,2.6,0.25,1.4,14.7244614452093
